oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16447,customer_i1,4,3,2249023488,41827,1384,273154,0,0,77.49,15.84
16458,customer_i2,4,3,4194508800,16948,3895,508129,0,0,76.79,16.69
16441,district_i1,4,2,12443648,412,7,1511,0,0,3.54,50.43
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16440,new_order_i1,4,3,1164320768,42442,633,86876,0,54619,85.38,12.72
16443,order_line_i1,4,3,48423067648,41827,34651,5876367,0,0,75.67,25.74
16444,orders_i1,4,3,4701011968,41827,2804,571049,0,0,68.89,23.75
16456,orders_i2,4,3,4763762688,41827,2953,578560,0,0,68,34.72
16445,stock_i1,4,3,5464162304,81517,2394,664617,0,0,74.12,17.78
16442,warehouse_i1,4,1,1015808,3,1,122,0,0,4.31,51.64
