oid,relname,relkind,size,size_pretty
16411,customer,r,43242561536,40 GB
16444,customer_i1,i,2285338624,2179 MB
16458,customer_i2,i,4183982080,3990 MB
16416,district,r,106905600,102 MB
16447,district_i1,i,15286272,15 MB
16419,history,r,9880256512,9423 MB
16422,item,r,10665984,10 MB
16442,item_i1,i,2260992,2208 kB
16425,new_order,r,1287782400,1228 MB
16441,new_order_i1,i,1136295936,1084 MB
16428,order_line,r,139240177664,130 GB
16440,order_line_i1,i,52981161984,49 GB
16431,orders,r,8254242816,7872 MB
16456,orders_i1,i,4897447936,4671 MB
16445,orders_i2,i,5056978944,4823 MB
16434,stock,r,82226077696,77 GB
16446,stock_i1,i,5476007936,5222 MB
16437,warehouse,r,15384576,15 MB
16443,warehouse_i1,i,1531904,1496 kB
