oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2227675136,41827,1382,270550,0,0,76.56,15.03
16442,customer_i2,4,3,3903299584,16948,3603,472873,0,0,80.75,10.48
16444,district_i1,4,2,14016512,412,7,1703,0,0,3.18,49.85
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1059536896,42442,528,87959,0,40850,85.61,12.35
16450,order_line_i1,4,3,51834068992,41827,37582,6289818,0,0,75.91,19.76
16452,orders_i1,4,3,4955348992,41827,3067,601833,0,0,76.54,16.17
16454,orders_i2,4,3,5087682560,41827,3145,617909,0,0,74.96,35.64
16456,stock_i1,4,3,5441462272,81517,2381,661859,0,0,74.45,17.44
16458,warehouse_i1,4,1,1359872,3,1,164,0,0,3.28,49.39
