oid,relname,relkind,size,size_pretty
16410,customer,r,41546276864,39 GB
16439,customer_i1,i,1893974016,1806 MB
16455,customer_i2,i,3494903808,3333 MB
16415,district,r,312459264,298 MB
16441,district_i1,i,5242880,5120 kB
16418,history,r,9921118208,9462 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1246494720,1189 MB
16445,new_order_i1,i,1021067264,974 MB
16427,order_line,r,135157309440,126 GB
16447,order_line_i1,i,51628761088,48 GB
16430,orders,r,8200069120,7820 MB
16449,orders_i1,i,4786200576,4564 MB
16456,orders_i2,i,5069103104,4834 MB
16433,stock,r,75983036416,71 GB
16451,stock_i1,i,4500881408,4292 MB
16436,warehouse,r,11722752,11 MB
16453,warehouse_i1,i,630784,616 kB
