oid,relname,relkind,size,size_pretty
16411,customer,r,43354382336,40 GB
16440,customer_i1,i,2164916224,2065 MB
16442,customer_i2,i,3963920384,3780 MB
16416,district,r,166322176,159 MB
16444,district_i1,i,12025856,11 MB
16419,history,r,9938460672,9478 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1430552576,1364 MB
16448,new_order_i1,i,1102274560,1051 MB
16428,order_line,r,140036268032,130 GB
16450,order_line_i1,i,49823744000,46 GB
16431,orders,r,8257093632,7875 MB
16452,orders_i1,i,4855545856,4631 MB
16454,orders_i2,i,4994514944,4763 MB
16434,stock,r,82298896384,77 GB
16456,stock_i1,i,5480734720,5227 MB
16437,warehouse,r,10813440,10 MB
16458,warehouse_i1,i,1015808,992 kB
