oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892753408,62214691,1493274816,78.89,1285372,30853776,1.63,88726004,4.69
17009,customer_i2,i,3494789120,62220575,2956241264,84.59,1368507,65133040,1.86,155054880,4.44
16994,district_i1,i,3039232,20000,320000,10.53,0,0,0,2599252,85.52
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,996884480,18348563,440365512,44.17,3256837,78164088,7.84,381404172,38.26
17000,order_line_i1,i,42758504448,1116030067,27351141400,63.97,1386904,33290432,0.08,10284923492,24.05
17002,orders_i1,i,3913564160,107671148,2586851016,66.1,0,0,0,842097628,21.52
17008,orders_i2,i,4171194368,107840650,2588207248,62.05,0,0,0,1094471980,26.24
17004,stock_i1,i,4492353536,203896975,3262371520,72.62,1985478,31768400,0.71,323867764,7.21
17006,warehouse_i1,i,245760,2000,32000,13.02,0,0,0,187604,76.34
16928,customer,r,40280580096,60000000,35157281357,87.28,1637346,970263578,2.41,3465756012,8.6
16934,district,r,172670976,20000,2287997,1.33,0,0,0,163444812,94.66
16937,history,r,8541339648,107564598,7684675798,89.97,0,0,0,35489912,0.42
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1177919488,18084128,614860352,52.2,3259671,110828814,9.41,208999800,17.74
16946,order_line,r,112715350016,1075689717,91751628540,81.4,38696814,3325905978,2.95,8071620640,7.16
16949,orders,r,6856523776,107567011,5557316316,81.05,452632,22649744,0.33,172113660,2.51
16952,stock,r,73350291456,200000000,66181729614,90.23,7892304,2612132599,3.56,2527248412,3.45
16955,warehouse,r,33333248,2000,218102,0.65,0,0,0,31768432,95.31
