relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,516,0,0,0,0,0,6,0,0,2020-11-09 09:25:36.899711+00,2020-11-09 11:59:59.686743+00,2020-11-09 09:25:35.235865+00,,1,2,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-09 09:25:36.900239+00,2020-11-09 11:59:59.465309+00,2020-11-09 09:25:35.237995+00,,1,2,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-09 09:25:36.894819+00,2020-11-09 11:59:59.504894+00,2020-11-09 09:25:35.236714+00,,1,2,1,0
1213,pg_catalog,pg_tablespace,213,425,3104,2304,0,0,0,0,2,0,0,2020-11-09 09:25:36.895192+00,2020-11-09 12:00:19.016053+00,2020-11-09 09:25:35.2373+00,,3,4,3,0
1259,pg_catalog,pg_class,2025,616462,2305499,2306394,22,14,0,14,417,0,0,2020-11-09 09:25:36.847085+00,2020-11-09 11:59:58.809359+00,2020-11-09 09:25:35.22704+00,,1,2,1,0
2617,pg_catalog,pg_operator,0,0,35666,134068,0,0,0,0,778,0,0,2020-11-09 09:25:36.847605+00,2020-11-09 11:59:58.914457+00,2020-11-09 09:25:35.226145+00,,1,2,1,0
2603,pg_catalog,pg_amproc,30,75,10472,17469,0,0,0,0,449,0,0,2020-11-09 09:25:36.869541+00,2020-11-09 11:59:59.026922+00,2020-11-09 09:25:35.231859+00,,1,2,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.90544+00,2020-11-09 12:00:00.247581+00,,,1,2,0,0
2609,pg_catalog,pg_description,0,0,7,2,4,2,0,2,4469,0,1,2020-11-09 09:25:36.841749+00,2020-11-09 11:59:59.20919+00,2020-11-09 09:25:35.223298+00,,1,2,1,0
13305,pg_toast,pg_toast_13303,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.898705+00,2020-11-09 12:00:00.570337+00,,,1,2,0,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.903452+00,2020-11-09 11:59:58.859546+00,2020-11-09 09:25:35.238898+00,,1,2,1,0
16428,public,stock,4,400000000,3341245902,3337861599,200000000,834529146,0,817488353,199968559,20952522,411105899,2020-11-09 09:42:51.802212+00,,2020-11-09 09:25:35.62921+00,2020-11-09 11:01:30.316351+00,1,0,1,15
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.909011+00,2020-11-09 11:59:59.983781+00,,,1,2,0,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.902521+00,2020-11-09 11:59:58.761456+00,2020-11-09 09:25:35.238619+00,,1,2,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.917362+00,2020-11-09 11:59:59.759017+00,2020-11-09 09:25:35.239922+00,,1,2,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.90575+00,2020-11-09 12:00:19.067263+00,2020-11-09 09:25:35.239509+00,,3,4,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.905511+00,2020-11-09 12:00:00.012518+00,,,1,2,0,0
2619,pg_catalog,pg_statistic,1,514,3222089,3231113,92,7011,0,6111,514,94,7103,2020-11-09 09:25:36.846233+00,2020-11-09 11:56:15.524153+00,,,1,7,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.90303+00,2020-11-09 11:59:59.07111+00,2020-11-09 09:25:35.238938+00,,1,2,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.894815+00,2020-11-09 12:00:00.349202+00,,,3,4,0,0
13298,information_schema,sql_packages,0,0,,,0,0,0,0,10,0,0,2020-11-09 09:25:36.872779+00,2020-11-09 11:59:59.79876+00,2020-11-09 09:25:35.235057+00,,1,2,1,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.911715+00,2020-11-09 11:59:59.778223+00,2020-11-09 09:25:35.240011+00,,1,2,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.901444+00,2020-11-09 12:00:00.261938+00,,,1,2,0,0
2618,pg_catalog,pg_rewrite,0,0,8063,8129,1,0,0,0,127,0,0,2020-11-09 09:25:36.847427+00,2020-11-09 11:59:59.144094+00,2020-11-09 09:25:35.226151+00,,1,2,1,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.906514+00,2020-11-09 12:00:00.450947+00,,,3,4,0,0
16413,public,history,1,60000000,,,143535327,0,0,0,150832236,0,6354950,2020-11-09 09:27:24.061817+00,,2020-11-09 09:25:36.705463+00,2020-11-09 11:58:45.033653+00,1,0,1,8
3596,pg_catalog,pg_seclabel,0,0,1,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.906421+00,2020-11-09 11:59:59.615336+00,2020-11-09 09:25:35.239676+00,,1,2,1,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.903239+00,2020-11-09 11:59:58.825029+00,2020-11-09 09:25:35.238799+00,,1,2,1,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.84994+00,2020-11-09 12:00:00.289788+00,,,1,2,0,0
16404,public,customer,7,180000000,436908441,1362718510,60000000,162012807,0,154679881,60022269,3065780,19687060,2020-11-09 09:35:52.205409+00,2020-11-09 11:52:10.602028+00,2020-11-09 09:25:35.582782+00,2020-11-09 11:52:17.818541+00,1,1,1,13
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.906424+00,2020-11-09 12:00:19.082118+00,2020-11-09 09:25:35.239699+00,,3,4,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-09 09:25:36.851583+00,2020-11-09 11:59:59.443066+00,2020-11-09 09:25:35.232032+00,,1,2,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.901924+00,2020-11-09 12:00:00.104899+00,,,1,2,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.870549+00,2020-11-09 12:00:00.094115+00,,,1,2,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.901937+00,2020-11-09 11:59:58.727306+00,2020-11-09 09:25:35.238544+00,,1,2,1,0
16431,public,warehouse,2,4000,250637184,250639027,2000,83542913,0,83198205,2000,0,0,2020-11-09 09:25:36.845975+00,2020-11-09 12:10:13.540208+00,2020-11-09 09:25:35.224955+00,2020-11-09 12:10:13.619206+00,1,276,1,275
16410,public,district,208,2480000,258989576,262777613,20000,167093762,0,162161180,20000,0,0,2020-11-09 09:25:36.842566+00,2020-11-09 12:10:12.549587+00,2020-11-09 09:25:35.282705+00,2020-11-09 12:10:13.432798+00,1,294,1,294
1247,pg_catalog,pg_type,0,0,54577,50834,21,19,0,17,427,0,0,2020-11-09 09:25:36.84942+00,2020-11-09 11:59:58.71417+00,2020-11-09 09:25:35.229441+00,,1,2,1,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.906325+00,2020-11-09 11:59:59.564129+00,2020-11-09 09:25:35.239628+00,,1,2,1,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 09:25:36.872751+00,2020-11-09 12:00:00.026156+00,,,1,2,0,0
