oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16434,customer_i1,i,1917009920,60820035,1459680840,76.14,697981,16751544,0.87,168394196,8.78
16450,customer_i2,i,3566706688,60774422,2887128880,80.95,707824,33671960,0.94,335259480,9.4
16436,district_i1,i,7282688,20000,320000,4.39,0,0,0,6785172,93.17
16438,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16440,new_order_i1,i,884547584,18108051,434593224,49.13,3401775,81642600,9.23,272241084,30.78
16442,order_line_i1,i,69659205632,1762341617,42296198808,60.72,11703336,280880064,0.4,18948560752,27.2
16444,orders_i1,i,6517702656,151620093,3638882232,55.83,0,0,0,2183460608,33.5
16451,orders_i2,i,6070067200,151620093,3638882232,59.95,0,0,0,1740431008,28.67
16446,stock_i1,i,4611612672,201704173,3227266768,69.98,1307048,20912768,0.45,499404784,10.83
16448,warehouse_i1,i,737280,2000,32000,4.34,0,0,0,675284,91.59
16404,customer,r,41237864448,60000000,35267641917,85.52,1729426,1032115842,2.5,4228990068,10.26
16410,district,r,155901952,20000,2288057,1.47,0,0,0,147186872,94.41
16413,history,r,11958206464,151227030,10770732149,90.07,0,0,0,50683716,0.42
16416,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16419,new_order,r,1006755840,18102638,615489692,61.14,2170181,73786154,7.33,89688468,8.91
16422,order_line,r,165038424064,1512329996,129283149862,78.34,67134887,5770064868,3.5,15808292032,9.58
16425,orders,r,9709805568,151236715,7828103904,80.62,204273,10220646,0.11,257323588,2.65
16428,stock,r,74883284992,200000000,66181729614,88.38,8323889,2755100274,3.68,3871606484,5.17
16431,warehouse,r,14196736,2000,218098,1.54,0,0,0,13395592,94.36
