oid,relname,relkind,size,size_pretty
16411,customer,r,43883642880,41 GB
16442,customer_i1,i,2281717760,2176 MB
16458,customer_i2,i,4143677440,3952 MB
16416,district,r,758128640,723 MB
16447,district_i1,i,20963328,20 MB
16419,history,r,9847996416,9392 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1176264704,1122 MB
16445,new_order_i1,i,1065844736,1016 MB
16428,order_line,r,139102584832,130 GB
16446,order_line_i1,i,49612210176,46 GB
16431,orders,r,8187584512,7808 MB
16443,orders_i1,i,4834770944,4611 MB
16456,orders_i2,i,5050720256,4817 MB
16434,stock,r,84543913984,79 GB
16444,stock_i1,i,5495152640,5241 MB
16437,warehouse,r,21905408,21 MB
16441,warehouse_i1,i,2105344,2056 kB
