oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2221768704,41827,1348,269863,0,0,76.79,14.81
16442,customer_i2,4,3,3999064064,16948,3753,484413,0,0,78.87,12.61
16444,district_i1,4,2,11821056,412,7,1435,0,0,3.71,49.48
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1039646720,42442,528,85877,0,40504,85.25,12.97
16450,order_line_i1,4,3,53813960704,41827,39270,6529816,0,0,74.3,21.38
16452,orders_i1,4,3,5196734464,41827,3251,631115,0,0,74.62,18.81
16454,orders_i2,4,3,5189754880,41827,3226,630288,0,0,75.2,36.16
16456,stock_i1,4,3,5520416768,81517,2418,671460,0,0,73.4,18.62
16458,warehouse_i1,4,1,1810432,3,1,216,0,3,2.56,50
