oid,relname,relkind,size,size_pretty
16411,customer,r,43449712640,40 GB
16440,customer_i1,i,2221768704,2119 MB
16442,customer_i2,i,3999064064,3814 MB
16416,district,r,74579968,71 MB
16444,district_i1,i,11821056,11 MB
16419,history,r,10631086080,10139 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1169113088,1115 MB
16448,new_order_i1,i,1039925248,992 MB
16428,order_line,r,150437838848,140 GB
16450,order_line_i1,i,53813960704,50 GB
16431,orders,r,8433451008,8043 MB
16452,orders_i1,i,5196734464,4956 MB
16454,orders_i2,i,5189754880,4949 MB
16434,stock,r,82580054016,77 GB
16456,stock_i1,i,5520416768,5265 MB
16437,warehouse,r,313622528,299 MB
16458,warehouse_i1,i,1835008,1792 kB
