oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16434,customer_i1,i,2037694464,62663134,1503915216,73.8,2998557,71965368,3.53,171759928,8.43
16450,customer_i2,i,4010795008,62803011,2983398840,74.38,3660683,174135280,4.34,513970504,12.81
16436,district_i1,i,25427968,20000,320000,1.26,0,0,0,24723644,97.23
16438,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16440,new_order_i1,i,1011523584,18180771,436338504,43.14,1217248,29213952,2.89,458444560,45.32
16442,order_line_i1,i,49677803520,1336251332,32070031968,64.56,8447376,202737024,0.41,11299246940,22.75
16444,orders_i1,i,4917395456,112165109,2691962616,54.74,0,0,0,1709818512,34.77
16451,orders_i2,i,4924489728,112165109,2691962616,54.66,0,0,0,1716588456,34.86
16446,stock_i1,i,5410865152,205796839,3292749424,60.85,20631909,330110544,6.1,820778852,15.17
16448,warehouse_i1,i,2416640,2000,32000,1.32,0,0,0,2341524,96.89
16404,customer,r,43091320832,60000000,35171964031,81.62,3259195,1942099268,4.51,5242154012,12.17
16410,district,r,516415488,20000,2288039,0.44,0,0,0,494537036,95.76
16413,history,r,8871542784,111715045,7984977575,90.01,0,0,0,36474092,0.41
16416,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16419,new_order,r,1173118976,18165817,617637778,52.65,1197040,40699360,3.47,284032392,24.21
16422,order_line,r,125111164928,1117089108,95310087770,76.18,86364829,7422832176,5.93,12259929112,9.8
16425,orders,r,7860871168,111708526,5772511718,73.43,806410,40348150,0.51,879725392,11.19
16428,stock,r,79741280256,200000000,66181729614,83,14797213,4897048765,6.14,6449085052,8.09
16431,warehouse,r,251805696,2000,218110,0.09,0,0,0,240139828,95.37
