oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892589568,60761546,1458277104,77.05,359169,8620056,0.46,155312400,8.21
17009,customer_i2,i,3494789120,60680100,2882656008,82.48,404812,19251288,0.55,284536252,8.14
16994,district_i1,i,2514944,20000,320000,12.72,0,0,0,2079060,82.67
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,915193856,18126109,435026616,47.53,0,0,0,398296224,43.52
17000,order_line_i1,i,76490407936,1900355379,46968229816,61.4,5063829,121532440,0.16,20629776568,26.97
17002,orders_i1,i,6668353536,180081096,4335619080,65.02,0,0,0,1521885108,22.82
17008,orders_i2,i,7041671168,180917196,4342237776,61.66,4336,104064,0,1879132036,26.69
17004,stock_i1,i,4493778944,201093021,3217488336,71.6,481859,7709744,0.17,411454164,9.16
17006,warehouse_i1,i,204800,2000,32000,15.62,0,0,0,146964,71.76
16928,customer,r,40350138368,60000000,35199561075,87.24,1338852,800424057,1.98,3674878992,9.11
16934,district,r,72810496,20000,2288719,3.14,0,0,0,67432244,92.61
16937,history,r,14158651392,179271670,12755271626,90.09,0,0,0,56843924,0.4
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1021624320,18126109,616287706,60.32,0,0,0,197409568,19.32
16946,order_line,r,186740662272,1792546565,153369380046,82.13,82750868,7112356314,3.81,9744768792,5.22
16949,orders,r,11318247424,179258590,9285194462,82.04,369194,18461682,0.16,68005280,0.6
16952,stock,r,72866816000,200000000,66181729614,90.83,5464886,1809027547,2.48,2937845320,4.03
16955,warehouse,r,18481152,2000,217290,1.18,0,0,0,17508172,94.74
