oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1892679680,60299719,1447221256,76.46,96934,2326912,0.12,175646968,9.28
16438,customer_i2,i,3494813696,60257561,2862633216,81.91,116801,5554488,0.16,321098484,9.19
16424,district_i1,i,1400832,20000,320000,22.84,0,0,0,973652,69.51
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,844931072,18032477,432779448,51.22,3760,90240,0.01,331271352,39.21
16430,order_line_i1,i,60314583040,1527402174,37075267832,61.47,1582372,37976928,0.06,16184607796,26.83
16432,orders_i1,i,5243895808,150496088,3620200856,69.04,0,0,0,947535632,18.07
16439,orders_i2,i,5793128448,150994057,3624134280,62.56,2839,68136,0,1484966020,25.63
16434,stock_i1,i,4492713984,200497055,3208004336,71.4,98466,1575456,0.04,429933248,9.57
16436,warehouse_i1,i,106496,2000,32000,30.05,0,0,0,49428,46.41
16392,customer,r,39274201088,60000000,35075874471,89.31,684134,408749651,1.04,3152809236,8.03
16398,district,r,68452352,20000,2284218,3.34,3963,466936,0.68,62789300,91.73
16401,history,r,11842445312,149614132,10661460600,90.03,0,0,0,47733128,0.4
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,964575232,18032047,613089598,63.56,4200,142800,0.01,152051580,15.76
16410,order_line,r,152450269184,1495668596,127851338838,83.86,26589620,2285342096,1.5,8851448616,5.81
16413,orders,r,9417334784,149572742,7741718490,82.21,467364,23368838,0.25,47901192,0.51
16416,stock,r,70981459968,200000000,66181569810,93.24,1803705,597076933,0.84,2383468224,3.36
16419,warehouse,r,11247616,2000,216182,1.92,0,0,0,10572336,94
