oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1892573184,60274643,1446591432,76.44,141127,3387048,0.18,175034620,9.25
16438,customer_i2,i,3509239808,60333088,2866274280,81.68,81648,3881136,0.11,333248532,9.5
16440,district_i1,i,1761280,20004,320064,18.17,14,224,0.01,1330924,75.57
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,960913408,18514415,444345960,46.24,2767202,66412848,6.91,354619600,36.9
16446,order_line_i1,i,67346464768,1670224546,41097508096,61.02,1744664,41871936,0.06,18513171528,27.49
16448,orders_i1,i,5899206656,162115828,3914398880,66.35,0,0,0,1255242644,21.28
16450,orders_i2,i,6275751936,163505686,3925471904,62.55,2675,64200,0,1609341308,25.64
16452,stock_i1,i,4922826752,200042870,3200716536,65.02,94551,1518552,0.03,864237268,17.56
16454,warehouse_i1,i,196608,2000,32000,16.28,0,0,0,138836,70.62
16406,customer,r,40851054592,60000000,35255730247,86.3,2645253,1587891826,3.89,3322315340,8.13
16412,district,r,91619328,20000,2287553,2.5,2702,315390,0.34,85234472,93.03
16415,history,r,12701270016,160370082,11458668922,90.22,0,0,0,50845920,0.4
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1157324800,18508215,629279310,54.37,2162489,73524626,6.35,219005928,18.92
16424,order_line,r,172001296384,1603501108,137119583510,79.72,96410504,8286106360,4.82,11610018780,6.75
16427,orders,r,10152296448,160352156,8301295682,81.77,707978,35398900,0.35,89308668,0.88
16430,stock,r,74050297856,200000000,66181713386,89.37,3935879,1301726058,1.76,4583202904,6.19
16433,warehouse,r,5439488,2000,217293,3.99,51,5881,0.11,4988616,91.71
