oid,relname,relkind,size,size_pretty
16411,customer,r,43090092032,40 GB
16443,customer_i1,i,2268733440,2164 MB
16458,customer_i2,i,4151132160,3959 MB
16416,district,r,123748352,118 MB
16447,district_i1,i,13492224,13 MB
16419,history,r,9451298816,9013 MB
16422,item,r,10665984,10 MB
16445,item_i1,i,2260992,2208 kB
16425,new_order,r,1202282496,1147 MB
16442,new_order_i1,i,1030414336,983 MB
16428,order_line,r,133751308288,125 GB
16446,order_line_i1,i,50772893696,47 GB
16431,orders,r,7925047296,7558 MB
16444,orders_i1,i,4829478912,4606 MB
16456,orders_i2,i,4868964352,4643 MB
16434,stock,r,81963360256,76 GB
16441,stock_i1,i,5476671488,5223 MB
16437,warehouse,r,22306816,21 MB
16440,warehouse_i1,i,1064960,1040 kB
