oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16441,customer_i1,4,3,2249842688,41827,1382,273256,0,0,75.81,15.87
16458,customer_i2,4,3,4007034880,16948,3768,485371,0,0,78.68,12.78
16442,district_i1,4,2,16302080,412,8,1981,0,0,2.77,49.77
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16443,new_order_i1,4,3,1097138176,42442,604,79856,0,53467,84.98,10.99
16445,order_line_i1,4,3,52120436736,41827,37829,6324528,0,0,74.42,21.66
16456,orders_i1,4,3,5037383680,41827,3125,611789,0,0,73.73,19.18
16446,orders_i2,4,3,5017133056,41827,3104,609338,0,0,74.36,35.47
16447,stock_i1,4,3,5487329280,81517,2403,667436,0,0,73.83,18.13
16444,warehouse_i1,4,1,1622016,3,1,193,0,3,2.84,49.22
