oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16422,customer_i1,i,1893048320,60559956,1453440760,76.78,325726,7817672,0.41,162345988,8.58
16438,customer_i2,i,3494813696,60540938,2876078272,82.3,313438,14918488,0.43,296368908,8.48
16424,district_i1,i,3334144,20000,320000,9.6,0,0,0,2891860,86.73
16426,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16428,new_order_i1,i,1045094400,18258231,438197544,41.93,172496,4139904,0.4,519416216,49.7
16430,order_line_i1,i,62307164160,1588376638,39606371712,63.57,4800512,115227072,0.18,15288637280,24.54
16432,orders_i1,i,5454176256,148403849,3561705272,65.3,0,0,0,1223377912,22.43
16439,orders_i2,i,5874966528,148404652,3561711696,60.63,0,0,0,1638360084,27.89
16434,stock_i1,i,4492378112,201748864,3227996224,71.85,569011,9104528,0.2,395189624,8.8
16436,warehouse_i1,i,385024,2000,32000,8.31,0,0,0,325780,84.61
16392,customer,r,41181650944,60000000,35264004136,85.63,1582363,942656487,2.29,4266114724,10.36
16398,district,r,181125120,20000,2289318,1.26,0,0,0,171526712,94.7
16401,history,r,11742101504,148398397,10577104504,90.08,0,0,0,47350636,0.4
16404,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16407,new_order,r,1182359552,18253308,620612472,52.49,170165,5785610,0.49,327354436,27.69
16410,order_line,r,157618520064,1483972330,126845693602,80.48,73624301,6327829690,4.01,10732704568,6.81
16413,orders,r,9495076864,148402016,7680398216,80.89,113516,5677352,0.06,221032692,2.33
16416,stock,r,74392076288,200000000,66181569810,88.96,7472392,2473350933,3.32,3680004360,4.95
16419,warehouse,r,88039424,2000,217570,0.25,0,0,0,82672696,93.9
