oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2182823936,41827,1311,265146,0,0,79.93,13.3
16442,customer_i2,4,3,4031602688,16948,3794,488344,0,0,79.92,13.31
16444,district_i1,4,2,12869632,412,7,1563,0,0,3.43,49.84
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1209540608,42442,645,79622,0,67381,85.1,11.47
16450,order_line_i1,4,3,49505558528,41827,35557,6007601,0,0,79.08,23.2
16452,orders_i1,4,3,4855005184,41827,3013,589638,0,0,70.93,21.83
16454,orders_i2,4,3,5125849088,41827,3174,622539,0,0,67.37,35.73
16456,stock_i1,4,3,5473329152,81517,2406,665724,0,0,74,17.92
16458,warehouse_i1,4,1,1474560,3,1,178,0,0,3.05,49.44
