oid,relname,relkind,size,size_pretty
16411,customer,r,43630936064,41 GB
16442,customer_i1,i,2210824192,2108 MB
16458,customer_i2,i,4078075904,3889 MB
16416,district,r,370565120,353 MB
16440,district_i1,i,11206656,11 MB
16419,history,r,8589090816,8191 MB
16422,item,r,10665984,10 MB
16447,item_i1,i,2260992,2208 kB
16425,new_order,r,1450942464,1384 MB
16444,new_order_i1,i,1288699904,1229 MB
16428,order_line,r,124003147776,115 GB
16441,order_line_i1,i,44761833472,42 GB
16431,orders,r,7466663936,7121 MB
16443,orders_i1,i,4508082176,4299 MB
16456,orders_i2,i,4505796608,4297 MB
16434,stock,r,83915497472,78 GB
16445,stock_i1,i,5443223552,5191 MB
16437,warehouse,r,180764672,172 MB
16446,warehouse_i1,i,1040384,1016 kB
