oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16442,customer_i1,4,3,2210824192,41827,1338,268537,0,0,77.14,14.39
16458,customer_i2,4,3,4078075904,16948,3848,493963,0,0,77.32,14.3
16440,district_i1,4,2,11206656,412,7,1360,0,0,3.9,49.85
16447,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16444,new_order_i1,4,3,1288404992,42442,698,89906,0,66671,83.67,8.43
16441,order_line_i1,4,3,44761833472,41827,31589,5432501,0,0,77.22,23.83
16443,orders_i1,4,3,4508082176,41827,2702,547600,0,0,76.19,24.56
16456,orders_i2,4,3,4505796608,41827,2762,547261,0,0,76.74,33.69
16445,stock_i1,4,3,5443223552,81517,2379,662076,0,0,76.64,17.46
16446,warehouse_i1,4,1,1040384,3,1,125,0,0,4.22,48
