oid,relname,relkind,size,size_pretty
16406,customer,r,43474345984,40 GB
16463,customer_i1,i,2308505600,2202 MB
16453,customer_i2,i,4732542976,4513 MB
16411,district,r,596123648,569 MB
16450,district_i1,i,43220992,41 MB
16416,history,r,9984573440,9522 MB
16421,item,r,11051008,11 MB
16448,item_i1,i,2260992,2208 kB
16426,new_order,r,1402552320,1338 MB
16451,new_order_i1,i,1347977216,1286 MB
16431,order_line,r,140078653440,130 GB
16454,order_line_i1,i,60586582016,56 GB
16436,orders,r,8429412352,8039 MB
16461,orders_i1,i,4950564864,4721 MB
16447,orders_i2,i,5463400448,5210 MB
16441,stock,r,84059299840,78 GB
16452,stock_i1,i,6309576704,6017 MB
16444,warehouse,r,150142976,143 MB
16449,warehouse_i1,i,3850240,3760 kB
