oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16435,customer_i1,i,1899241472,60204764,1444919144,76.08,45053,1083104,0.06,186284384,9.81
16451,customer_i2,i,3495444480,60201356,2859948600,81.82,48009,2290016,0.07,328171704,9.39
16437,district_i1,i,6299648,20000,320000,5.08,0,0,0,5809812,92.22
16439,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16441,new_order_i1,i,1143209984,18256023,438144552,38.33,2250596,54014304,4.72,557381224,48.76
16443,order_line_i1,i,51924770816,1346140022,33335552152,64.2,3735593,89665400,0.17,12336723876,23.76
16445,orders_i1,i,4767735808,129085076,3122774680,65.5,0,0,0,1063074716,22.3
16452,orders_i2,i,5147852800,130369334,3133053048,60.86,0,0,0,1422561108,27.63
16447,stock_i1,i,4760027136,203852043,3293435864,69.19,3351932,58057712,1.22,526430732,11.06
16449,warehouse_i1,i,565248,2000,32000,5.66,0,0,0,504596,89.27
16406,customer,r,42070999040,60000000,35215743643,83.71,2478669,1478213281,3.51,4653547712,11.06
16411,district,r,196485120,20000,2289318,1.17,0,0,0,186425220,94.88
16414,history,r,9973202944,125781729,8976201154,90,0,0,0,41218080,0.41
16417,item,r,10641408,100000,9792157,92.02,0,0,0,60384,0.57
16420,new_order,r,1211817984,18248805,620459370,51.2,2195436,74644824,6.16,272594448,22.49
16423,order_line,r,134771400704,1257751834,107400874710,79.69,67830545,5829874094,4.33,10097152532,7.49
16426,orders,r,8347443200,125778846,6504002382,77.92,1010299,50611982,0.61,460135452,5.51
16429,stock,r,77574848512,200000000,66181569810,85.31,11899638,3938377390,5.08,5293955008,6.82
16432,warehouse,r,93847552,2000,217594,0.23,0,0,0,89928184,95.82
