oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16434,customer_i1,i,1912070144,62288963,1494935112,78.18,1328175,31876200,1.67,104722340,5.48
16450,customer_i2,i,3594526720,62357809,2962292816,82.41,1443319,68684728,1.91,243347372,6.77
16436,district_i1,i,12623872,20000,320000,2.53,0,0,0,12060244,95.54
16438,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16440,new_order_i1,i,943300608,18100148,434403552,46.05,0,0,0,427115620,45.28
16442,order_line_i1,i,42629865472,1146432700,27514384800,64.54,4999411,119985864,0.28,9772830512,22.92
16444,orders_i1,i,4237828096,110948898,2662773552,62.83,0,0,0,1073559916,25.33
16451,orders_i2,i,4130529280,110948890,2662773360,64.47,5,120,0,967264792,23.42
16446,stock_i1,i,4651917312,203810428,3260966848,70.1,3551639,56826224,1.22,452450776,9.73
16448,warehouse_i1,i,1458176,2000,32000,2.19,0,0,0,1390548,95.36
16404,customer,r,40697765888,60000000,35136597300,86.34,2077761,1231447938,3.03,3635117404,8.93
16410,district,r,186949632,20000,2288295,1.22,0,0,0,177091096,94.73
16413,history,r,8023261184,100927997,7215577697,89.93,0,0,0,33008972,0.41
16416,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16419,new_order,r,1113907200,18100148,615405032,55.25,0,0,0,281275208,25.25
16422,order_line,r,107137204224,1009382646,86052186248,80.32,64361888,5508364220,5.14,6621081984,6.18
16425,orders,r,6684491776,100936390,5212491984,77.98,1752224,87642892,1.31,343887368,5.14
16428,stock,r,74223443968,200000000,66181729614,89.17,9063554,2999714353,4.04,2981523668,4.02
16431,warehouse,r,68616192,2000,218162,0.32,0,0,0,65650132,95.68
