oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2042609664,41827,1162,248179,0,0,85.34,7.37
16442,customer_i2,4,3,4042235904,16948,3805,489631,0,0,79.83,13.54
16444,district_i1,4,2,6856704,412,4,832,0,0,6.19,49.4
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1158864896,42442,630,81509,0,59323,84.98,7.33
16450,order_line_i1,4,3,47852150784,41827,34429,5806897,0,0,78.23,24.69
16452,orders_i1,4,3,4829798400,41827,2934,586640,0,0,67.59,25.56
16454,orders_i2,4,3,4881866752,41827,3014,592916,0,0,66.94,35.08
16456,stock_i1,4,3,5477974016,81517,2397,666300,0,0,73.94,17.99
16458,warehouse_i1,4,1,778240,3,1,93,0,0,5.57,49.46
