oid,relname,relkind,size,size_pretty
16411,customer,r,43301068800,40 GB
16440,customer_i1,i,2232926208,2129 MB
16442,customer_i2,i,3973955584,3790 MB
16416,district,r,628129792,599 MB
16444,district_i1,i,13983744,13 MB
16419,history,r,10468540416,9984 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1152679936,1099 MB
16448,new_order_i1,i,1017102336,970 MB
16428,order_line,r,143267168256,133 GB
16450,order_line_i1,i,52334788608,49 GB
16431,orders,r,8298020864,7914 MB
16452,orders_i1,i,4984946688,4754 MB
16454,orders_i2,i,5087379456,4852 MB
16434,stock,r,82101460992,76 GB
16456,stock_i1,i,5469405184,5216 MB
16437,warehouse,r,301826048,288 MB
16458,warehouse_i1,i,1359872,1328 kB
