oid,relname,relkind,size,size_pretty
16411,customer,r,43845074944,41 GB
16440,customer_i1,i,2224480256,2121 MB
16442,customer_i2,i,4080779264,3892 MB
16416,district,r,112672768,107 MB
16444,district_i1,i,12206080,12 MB
16419,history,r,10149380096,9679 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1214382080,1158 MB
16448,new_order_i1,i,1049337856,1001 MB
16428,order_line,r,144187817984,134 GB
16450,order_line_i1,i,51726237696,48 GB
16431,orders,r,8233410560,7852 MB
16452,orders_i1,i,5080326144,4845 MB
16454,orders_i2,i,5005443072,4774 MB
16434,stock,r,83963863040,78 GB
16456,stock_i1,i,5474304000,5221 MB
16437,warehouse,r,324026368,309 MB
16458,warehouse_i1,i,1187840,1160 kB
