oid,relname,relkind,size,size_pretty
16411,customer,r,43483447296,40 GB
16458,customer_i1,i,2238488576,2135 MB
16445,customer_i2,i,4060340224,3872 MB
16416,district,r,640983040,611 MB
16447,district_i1,i,13926400,13 MB
16419,history,r,9402507264,8967 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1237581824,1180 MB
16443,new_order_i1,i,1032953856,985 MB
16428,order_line,r,133021188096,124 GB
16441,order_line_i1,i,47433539584,44 GB
16431,orders,r,7854882816,7491 MB
16456,orders_i1,i,4605919232,4393 MB
16446,orders_i2,i,4822687744,4599 MB
16434,stock,r,83453952000,78 GB
16442,stock_i1,i,5483855872,5230 MB
16437,warehouse,r,19996672,19 MB
16444,warehouse_i1,i,1392640,1360 kB
