userid,dbid,queryid,query,plans,total_plan_time,min_plan_time,max_plan_time,mean_plan_time,stddev_plan_time,calls,total_exec_time,min_exec_time,max_exec_time,mean_exec_time,stddev_exec_time,rows,shared_blks_hit,shared_blks_read,shared_blks_dirtied,shared_blks_written,local_blks_hit,local_blks_read,local_blks_dirtied,local_blks_written,temp_blks_read,temp_blks_written,blk_read_time,blk_write_time,wal_records,wal_fpw,wal_bytes
10,16385,2483231754448897328,COPY (SELECT * FROM pg_stat_statements) TO stdout WITH CSV HEADER,1,2.297578,2.297578,2.297578,2.297578,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,62254661875268331,COPY (SELECT * FROM pg_stat_all_indexes) TO stdout WITH CSV HEADER,1,0.79379,0.79379,0.79379,0.79379,0,1,0.641863,0.641863,0.641863,0.641863,0,165,706,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,7661414494490924538,COPY (SELECT * FROM pg_stat_database) TO stdout WITH CSV HEADER,1,23.315755,23.315755,23.315755,23.315755,0,1,10.530509,10.530509,10.530509,10.530509,0,5,85,28,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,3180794906164314233,COPY (SELECT * FROM pg_stat_all_tables) TO stdout WITH CSV HEADER,1,46.866192,46.866192,46.866192,46.866192,0,1,0.800043,0.800043,0.800043,0.800043,0,114,253,43,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-1712481118449147880,COPY (SELECT * FROM pg_stat_all_indexes) TO stdout WITH CSV HEADER,0,0,0,0,0,0,1,6.36861,6.36861,6.36861,6.36861,0,165,969,4,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-3832115078929431881,COPY (SELECT * FROM pg_stat_all_tables) TO stdout WITH CSV HEADER,0,0,0,0,0,0,1,54.231259,54.231259,54.231259,54.231259,0,114,512,48,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,435174621275570554,COPY (SELECT * FROM pg_stat_database) TO stdout WITH CSV HEADER,0,0,0,0,0,0,1,43.307223,43.307223,43.307223,43.307223,0,5,124,46,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,799551069846861821,COPY (SELECT * FROM pg_stat_bgwriter) TO stdout WITH CSV HEADER,1,8.959603,8.959603,8.959603,8.959603,0,1,0.11467300000000001,0.11467300000000001,0.11467300000000001,0.11467300000000001,0,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,16385,-5109480985238204195,COPY (SELECT * FROM pg_stat_bgwriter) TO stdout WITH CSV HEADER,0,0,0,0,0,0,1,12.701795,12.701795,12.701795,12.701795,0,1,61,3,0,0,0,0,0,0,0,0,0,0,0,0,0
