relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,9,0,0,0,0,0,6,0,0,2020-11-10 04:21:48.974726+00,,2020-11-10 04:21:36.514672+00,,1,0,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-10 04:21:48.973461+00,,2020-11-10 04:21:36.513619+00,,1,0,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-10 04:21:48.973662+00,,2020-11-10 04:21:36.513917+00,,1,0,1,0
1213,pg_catalog,pg_tablespace,58,116,724,504,0,0,0,0,2,0,0,2020-11-10 04:21:48.959202+00,,2020-11-10 04:21:36.512339+00,,3,0,3,0
1259,pg_catalog,pg_class,351,114484,10252,9520,22,14,0,14,408,0,0,2020-11-10 04:21:48.927134+00,,2020-11-10 04:21:36.506003+00,,1,0,1,0
2617,pg_catalog,pg_operator,0,0,2451,6053,0,0,0,0,778,0,0,2020-11-10 04:21:48.927848+00,,2020-11-10 04:21:36.503549+00,,1,0,1,0
2603,pg_catalog,pg_amproc,8,20,1020,1828,0,0,0,0,449,0,0,2020-11-10 04:21:48.931945+00,,2020-11-10 04:21:36.508661+00,,1,0,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002287+00,,,,1,0,0,0
2609,pg_catalog,pg_description,0,0,6,2,3,2,0,2,4647,0,0,2020-11-10 04:21:48.920562+00,,2020-11-10 04:21:36.501044+00,,1,0,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004119+00,,2020-11-10 04:21:36.515619+00,,1,0,1,0
16428,public,stock,3,200000000,0,0,200000000,0,0,0,200000000,0,0,2020-11-10 04:39:00.185366+00,,2020-11-10 04:21:37.174391+00,,1,0,1,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.001322+00,,,,1,0,0,0
13298,information_schema,sql_sizing,0,0,,,0,0,0,0,23,0,0,2020-11-10 04:21:48.956185+00,,2020-11-10 04:21:36.511523+00,,1,0,1,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006594+00,,2020-11-10 04:21:36.51557+00,,1,0,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.980507+00,,2020-11-10 04:21:36.514952+00,,1,0,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.0003+00,,2020-11-10 04:21:36.515177+00,,3,0,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002179+00,,,,1,0,0,0
2619,pg_catalog,pg_statistic,2,912,2691,3319,92,410,0,0,502,0,502,2020-11-10 04:21:48.926362+00,,,,1,0,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003592+00,,2020-11-10 04:21:36.515514+00,,1,0,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959008+00,,,,3,0,0,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.981556+00,,2020-11-10 04:21:36.515127+00,,1,0,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.973948+00,,,,1,0,0,0
2618,pg_catalog,pg_rewrite,0,0,2265,2281,1,0,0,0,127,0,0,2020-11-10 04:21:48.928561+00,,2020-11-10 04:21:36.504782+00,,1,0,1,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004245+00,,,,3,0,0,0
16413,public,history,0,0,,,60000000,0,0,0,60000000,0,0,2020-11-10 04:23:35.963963+00,,2020-11-10 04:21:48.77608+00,,1,0,1,0
3596,pg_catalog,pg_seclabel,0,0,1,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003824+00,,2020-11-10 04:21:36.515704+00,,1,0,1,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.976429+00,,2020-11-10 04:21:36.515684+00,,1,0,1,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.928777+00,,,,1,0,0,0
16404,public,customer,6,120000000,0,0,60000000,0,0,0,60000000,0,0,2020-11-10 04:32:09.493207+00,,2020-11-10 04:21:36.873406+00,,1,0,1,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.004159+00,,2020-11-10 04:21:36.515757+00,,3,0,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-10 04:21:48.931831+00,,2020-11-10 04:21:36.509374+00,,1,0,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959124+00,,,,1,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.931396+00,,,,1,0,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006676+00,,2020-11-10 04:21:36.515031+00,,1,0,1,0
16431,public,warehouse,1,2000,0,0,2000,0,0,0,2000,0,0,2020-11-10 04:21:48.925175+00,,2020-11-10 04:21:36.504208+00,,1,0,1,0
16410,public,district,1,20000,0,0,20000,0,0,0,20000,0,0,2020-11-10 04:21:48.928579+00,,2020-11-10 04:21:36.56406+00,,1,0,1,0
1247,pg_catalog,pg_type,0,0,5657,5531,21,19,0,17,421,0,0,2020-11-10 04:21:48.928304+00,,2020-11-10 04:21:36.507165+00,,1,0,1,0
3256,pg_catalog,pg_policy,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.000591+00,,2020-11-10 04:21:36.515336+00,,1,0,1,0
4147,pg_toast,pg_toast_3079,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97439+00,,,,1,0,0,0
6104,pg_catalog,pg_publication,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97822+00,,2020-11-10 04:21:36.514953+00,,1,0,1,0
3601,pg_catalog,pg_ts_parser,0,0,0,0,0,0,0,0,1,0,0,2020-11-10 04:21:48.973562+00,,2020-11-10 04:21:36.51349+00,,1,0,1,0
2396,pg_catalog,pg_shdescription,0,0,0,0,0,0,0,0,3,0,0,2020-11-10 04:21:48.959596+00,,2020-11-10 04:21:36.512603+00,,3,0,3,0
13295,pg_toast,pg_toast_13293,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.976072+00,,,,1,0,0,0
2606,pg_catalog,pg_constraint,28,170,62,0,8,0,0,0,10,0,0,2020-11-10 04:21:48.95691+00,,2020-11-10 04:21:36.51195+00,,1,0,1,0
3602,pg_catalog,pg_ts_config,0,0,60,60,0,0,0,0,23,0,0,2020-11-10 04:21:48.960554+00,,2020-11-10 04:21:36.513075+00,,1,0,1,0
2602,pg_catalog,pg_amop,0,0,2270,3388,0,0,0,0,717,0,0,2020-11-10 04:21:48.93041+00,,2020-11-10 04:21:36.507703+00,,1,0,1,0
2838,pg_toast,pg_toast_2618,0,0,1361,4528,0,0,0,0,248,0,0,2020-11-10 04:21:48.9299+00,,,,1,0,0,0
4165,pg_toast,pg_toast_3350,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006666+00,,,,1,0,0,0
1214,pg_catalog,pg_shdepend,0,0,68,39,14,0,0,0,23,0,0,2020-11-10 04:21:48.95954+00,,2020-11-10 04:21:36.512632+00,,3,0,3,0
1255,pg_catalog,pg_proc,31,89641,31505,32737,12,8,1,3,2843,0,0,2020-11-10 04:21:48.918811+00,,2020-11-10 04:21:36.500099+00,,1,0,1,0
2610,pg_catalog,pg_index,62,3475,4014,4104,11,8,0,8,167,0,0,2020-11-10 04:21:48.930168+00,,2020-11-10 04:21:36.508212+00,,1,0,1,0
1262,pg_catalog,pg_database,346,1296,3248,3246,1,0,0,0,4,0,0,2020-11-10 04:21:48.958905+00,,2020-11-10 04:21:36.512313+00,,3,0,3,0
3430,pg_toast,pg_toast_3429,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.999058+00,,,,1,0,0,0
13288,information_schema,sql_implementation_info,0,0,,,0,0,0,0,12,0,0,2020-11-10 04:21:48.975631+00,,2020-11-10 04:21:36.514695+00,,1,0,1,0
3429,pg_catalog,pg_statistic_ext_data,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.981599+00,,2020-11-10 04:21:36.51606+00,,1,0,1,0
3576,pg_catalog,pg_transform,0,0,13,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.007271+00,,2020-11-10 04:21:36.514773+00,,1,0,1,0
2601,pg_catalog,pg_am,507,507,0,0,0,0,0,0,7,0,0,2020-11-10 04:21:48.958641+00,,2020-11-10 04:21:36.51198+00,,1,0,1,0
4167,pg_toast,pg_toast_3256,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.001041+00,,,,1,0,0,0
1249,pg_catalog,pg_attribute,46,6288,11931,29013,208,0,0,0,3054,0,0,2020-11-10 04:21:48.920235+00,,2020-11-10 04:21:36.49745+00,,1,0,1,0
1136,pg_catalog,pg_pltemplate,0,0,0,0,0,0,0,0,8,0,0,2020-11-10 04:21:48.959273+00,,2020-11-10 04:21:36.51241+00,,3,0,3,0
3381,pg_catalog,pg_statistic_ext,0,0,730,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002362+00,,2020-11-10 04:21:36.515452+00,,1,0,1,0
2607,pg_catalog,pg_conversion,0,0,0,0,0,0,0,0,128,0,0,2020-11-10 04:21:48.954855+00,,2020-11-10 04:21:36.509536+00,,1,0,1,0
4163,pg_toast,pg_toast_2615,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.958948+00,,,,1,0,0,0
13290,pg_toast,pg_toast_13288,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.97612+00,,,,1,0,0,0
2832,pg_toast,pg_toast_2606,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.957385+00,,,,1,0,0,0
2834,pg_toast,pg_toast_2609,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.921054+00,,,,1,0,0,0
4161,pg_toast,pg_toast_3456,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.926755+00,,,,1,0,0,0
16422,public,order_line,3,600010322,0,0,600010322,0,0,0,600010322,0,0,2020-11-10 04:37:50.49246+00,,2020-11-10 04:21:47.011903+00,,1,0,1,0
2836,pg_toast,pg_toast_1255,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.919374+00,,,,1,0,0,0
16419,public,new_order,3,18000000,0,0,18000000,0,0,0,18000000,0,0,2020-11-10 04:21:53.691697+00,,2020-11-10 04:21:36.751025+00,,1,0,1,0
2846,pg_toast,pg_toast_2396,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959678+00,,,,3,0,0,0
3456,pg_catalog,pg_collation,0,0,0,0,0,0,0,0,779,0,0,2020-11-10 04:21:48.926284+00,,2020-11-10 04:21:36.504288+00,,1,0,1,0
2605,pg_catalog,pg_cast,0,0,6223,715,0,0,0,0,216,0,0,2020-11-10 04:21:48.954839+00,,2020-11-10 04:21:36.511075+00,,1,0,1,0
4183,pg_toast,pg_toast_6100,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.003094+00,,,,3,0,0,0
3350,pg_catalog,pg_partitioned_table,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.006191+00,,2020-11-10 04:21:36.515847+00,,1,0,1,0
3439,pg_toast,pg_toast_3381,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.002755+00,,,,1,0,0,0
4153,pg_toast,pg_toast_3118,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.000189+00,,,,1,0,0,0
2612,pg_catalog,pg_language,0,0,6,6,0,0,0,0,4,0,0,2020-11-10 04:21:48.958665+00,,2020-11-10 04:21:36.512129+00,,1,0,1,0
3466,pg_catalog,pg_event_trigger,0,0,2,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.001763+00,,2020-11-10 04:21:36.515417+00,,1,0,1,0
16407,pg_toast,pg_toast_16404,1,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:32:09.503011+00,,,,1,0,0,0
2620,pg_catalog,pg_trigger,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:49.001877+00,,2020-11-10 04:21:36.515397+00,,1,0,1,0
4185,pg_toast,pg_toast_1213,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.959285+00,,,,3,0,0,0
4175,pg_toast,pg_toast_1260,0,0,0,0,0,0,0,0,0,0,0,2020-11-10 04:21:48.956466+00,,,,3,0,0,0
