oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2228609024,41827,1363,270683,0,0,76.53,15.07
16442,customer_i2,4,3,4004585472,16948,3775,485065,0,0,78.73,12.73
16444,district_i1,4,2,14835712,412,7,1803,0,0,3.02,49.64
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1016111104,42442,523,84274,0,39239,85.32,12.64
16450,order_line_i1,4,3,51741425664,41827,37502,6278589,0,0,75.23,20.22
16452,orders_i1,4,3,4999102464,41827,3072,607169,0,0,75.31,17.56
16454,orders_i2,4,3,5061640192,41827,3123,614752,0,0,74.78,35.67
16456,stock_i1,4,3,5477359616,81517,2403,666219,0,0,73.96,17.98
16458,warehouse_i1,4,1,1490944,3,1,177,0,3,3.07,50.85
