oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892573184,60760273,1458246648,77.05,363884,8733216,0.46,155199688,8.2
17009,customer_i2,i,3494789120,60682656,2882778680,82.49,410042,19495704,0.56,284138040,8.13
16994,district_i1,i,1794048,20000,320000,17.84,0,0,0,1363796,76.02
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,908312576,18151986,435647664,47.96,2791403,66993672,7.38,311852720,34.33
17000,order_line_i1,i,76014141440,1895918574,46766454912,61.52,4509623,108231672,0.14,20395449696,26.83
17002,orders_i1,i,6645456896,181146751,4361564528,65.63,0,0,0,1469046080,22.11
17008,orders_i2,i,7080632320,181990763,4368192888,61.69,7470,179280,0,1887007356,26.65
17004,stock_i1,i,4492795904,201107495,3217719920,71.62,611636,9786176,0.22,407593784,9.07
17006,warehouse_i1,i,368640,2000,32000,8.68,0,0,0,309524,83.96
16928,customer,r,40225701888,60000000,35196396783,87.5,1285788,768289903,1.91,3588301448,8.92
16934,district,r,55812096,20000,2288519,4.1,0,0,0,51130236,91.61
16937,history,r,14210875392,179881729,12806180288,90.12,0,0,0,56841036,0.4
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,1044471808,18128229,616359786,59.01,2525374,85862716,8.22,117792084,11.28
16946,order_line,r,186059022336,1798822567,153908862744,82.72,77577980,6667746086,3.58,8911289856,4.79
16949,orders,r,11374166016,179883037,9317661466,81.92,696401,34822058,0.31,63456552,0.56
16952,stock,r,72557117440,200000000,66181729614,91.21,5163493,1709282817,2.36,2739004676,3.77
16955,warehouse,r,17489920,2000,217270,1.24,0,0,0,16561668,94.69
