oid,relname,relkind,size,size_pretty
16411,customer,r,42862370816,40 GB
16443,customer_i1,i,2118574080,2020 MB
16458,customer_i2,i,3879280640,3700 MB
16416,district,r,80617472,77 MB
16441,district_i1,i,13107200,13 MB
16419,history,r,9451225088,9013 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1159479296,1106 MB
16446,new_order_i1,i,1002037248,956 MB
16428,order_line,r,133031321600,124 GB
16445,order_line_i1,i,47800639488,45 GB
16431,orders,r,7866212352,7502 MB
16442,orders_i1,i,4700209152,4482 MB
16456,orders_i2,i,4830126080,4606 MB
16434,stock,r,81442013184,76 GB
16447,stock_i1,i,5455659008,5203 MB
16437,warehouse,r,18776064,18 MB
16440,warehouse_i1,i,1163264,1136 kB
