oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16463,customer_i1,i,1892573184,60000000,1440000000,76.09,0,0,0,186674524,9.86
16447,customer_i2,i,3836854272,60000000,3149836704,82.09,0,0,0,373286412,9.73
16450,district_i1,i,589824,20000,480000,81.38,0,0,0,8476,1.44
16453,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16448,new_order_i1,i,567787520,18000000,432000000,76.08,0,0,0,56004492,9.86
16452,order_line_i1,i,24362033152,599963527,19198832864,78.81,0,0,0,2378580704,9.76
16449,orders_i1,i,1892573184,60000000,1440000000,76.09,0,0,0,186674524,9.86
16462,orders_i2,i,2435006464,60000000,1920000000,78.85,0,0,0,238818300,9.81
16451,stock_i1,i,6308495360,200000000,4800000000,76.09,0,0,0,622229172,9.86
16454,warehouse_i1,i,57344,2000,32000,55.8,0,0,0,660,1.15
16406,customer,r,37251072000,60000000,35611204204,95.6,0,0,0,1063903984,2.86
16411,district,r,2564096,20000,2379777,92.81,0,0,0,25540,1
16416,history,r,5790654464,60000000,5280005366,91.18,0,0,0,29423684,0.51
16421,item,r,11010048,100000,10165892,92.33,0,0,0,59096,0.54
16426,new_order,r,797065216,18000000,702000000,88.07,0,0,0,2340872,0.29
16431,order_line,r,68563386368,599963527,61924119766,90.32,0,0,0,382777264,0.56
16436,orders,r,4444823552,60000000,4176000000,93.95,0,0,0,13639028,0.31
16441,stock,r,71232266240,200000000,67741677386,95.1,0,0,0,1764752128,2.48
16444,warehouse,r,237568,2000,218349,91.91,0,0,0,3436,1.45
