oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16447,customer_i1,4,3,2279243776,41827,1428,276799,0,0,74.85,16.95
16458,customer_i2,4,3,4125982720,16948,3864,499795,0,0,76.42,15.3
16441,district_i1,4,2,19824640,412,12,2407,0,0,2.33,49.52
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16440,new_order_i1,4,3,965033984,42442,500,79600,0,37701,85.12,9.49
16443,order_line_i1,4,3,54791086080,41827,40033,6648331,0,0,71.51,25.6
16444,orders_i1,4,3,5082800128,41827,3179,617279,0,0,73.43,20.07
16456,orders_i2,4,3,4978720768,41827,3101,604652,0,0,75.3,35.34
16445,stock_i1,4,3,5476196352,81517,2396,666084,0,0,74.08,17.96
16442,warehouse_i1,4,1,2015232,3,1,242,0,2,2.32,51.65
