oid,relname,relkind,size,size_pretty
16411,customer,r,43509637120,41 GB
16440,customer_i1,i,2024718336,1931 MB
16442,customer_i2,i,4015980544,3830 MB
16416,district,r,107110400,102 MB
16444,district_i1,i,10321920,10080 kB
16419,history,r,9433260032,8996 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1320116224,1259 MB
16448,new_order_i1,i,987217920,941 MB
16428,order_line,r,134205235200,125 GB
16450,order_line_i1,i,47693856768,44 GB
16431,orders,r,8199561216,7820 MB
16452,orders_i1,i,4737859584,4518 MB
16454,orders_i2,i,5037539328,4804 MB
16434,stock,r,82833276928,77 GB
16456,stock_i1,i,5446369280,5194 MB
16437,warehouse,r,12140544,12 MB
16458,warehouse_i1,i,835584,816 kB
