oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2024718336,41827,1158,245999,0,0,85.87,6.55
16442,customer_i2,4,3,4015980544,16948,3791,486440,0,0,80.1,12.97
16444,district_i1,4,2,10321920,412,6,1253,0,0,4.21,49.96
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,986955776,42442,628,87882,0,31967,85.46,11.28
16450,order_line_i1,4,3,47693856768,41827,34057,5787946,0,0,80.33,21.3
16452,orders_i1,4,3,4737859584,41827,2841,575510,0,0,71.7,20.71
16454,orders_i2,4,3,5037539328,41827,3109,611824,0,0,67.59,35.55
16456,stock_i1,4,3,5446369280,81517,2383,662456,0,0,74.36,17.51
16458,warehouse_i1,4,1,835584,3,1,100,0,0,5.2,50
