oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892573184,61018620,1464447608,77.38,320457,7690984,0.41,149181280,7.88
17009,customer_i2,i,3494789120,60112921,2855720784,81.71,7583,360816,0.01,334218740,9.56
16994,district_i1,i,1695744,20000,320000,18.87,0,0,0,1266260,74.67
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,840900608,17968444,431242656,51.28,0,0,0,329144132,39.14
17000,order_line_i1,i,59707564032,1555187577,38169633208,63.93,3862857,92708568,0.16,14317655212,23.98
17002,orders_i1,i,5085773824,150566496,3633599872,71.45,0,0,0,778219168,15.3
17008,orders_i2,i,5813035008,151697008,3642573496,62.66,2274,54576,0,1483373212,25.52
17004,stock_i1,i,4492353536,201899737,3230395792,71.91,510930,8174880,0.18,393324152,8.76
17006,warehouse_i1,i,147456,2000,32000,21.7,0,0,0,90068,61.08
16928,customer,r,39368204288,60000000,35073800575,89.09,691501,412409313,1.05,3244144912,8.24
16934,district,r,13287424,20000,2283119,17.18,3811,450481,3.39,9938628,74.8
16937,history,r,11768758272,148581030,10601281922,90.08,0,0,0,47271688,0.4
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,970727424,17968444,610927096,62.93,0,0,0,160270040,16.51
16946,order_line,r,151251419136,1485578824,126984053386,83.96,13444733,1155553392,0.76,9776512304,6.46
16949,orders,r,9387294720,148560472,7689207656,81.91,390183,19509884,0.21,78370668,0.83
16952,stock,r,71078420480,200000000,66181729614,93.11,2972436,983999454,1.38,2087721940,2.94
16955,warehouse,r,2293760,2000,216730,9.45,0,0,0,1978568,86.26
