oid,relname,relkind,size,size_pretty
16410,customer,r,41318129664,38 GB
16439,customer_i1,i,1895383040,1808 MB
16455,customer_i2,i,3494862848,3333 MB
16415,district,r,66469888,63 MB
16441,district_i1,i,4333568,4232 kB
16418,history,r,10079191040,9612 MB
16421,item,r,10665984,10 MB
16443,item_i1,i,2260992,2208 kB
16424,new_order,r,1359552512,1297 MB
16445,new_order_i1,i,1223000064,1166 MB
16427,order_line,r,136811634688,127 GB
16447,order_line_i1,i,52285612032,49 GB
16430,orders,r,8260239360,7878 MB
16449,orders_i1,i,4776820736,4556 MB
16456,orders_i2,i,5114314752,4877 MB
16433,stock,r,75344510976,70 GB
16451,stock_i1,i,4500332544,4292 MB
16436,warehouse,r,11640832,11 MB
16453,warehouse_i1,i,368640,360 kB
