oid,relname,relkind,size,size_pretty
16411,customer,r,43320532992,40 GB
16443,customer_i1,i,2207277056,2105 MB
16458,customer_i2,i,4006289408,3821 MB
16416,district,r,705658880,673 MB
16442,district_i1,i,13656064,13 MB
16419,history,r,9925181440,9465 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1126866944,1075 MB
16445,new_order_i1,i,1004560384,958 MB
16428,order_line,r,139801370624,130 GB
16447,order_line_i1,i,49840300032,46 GB
16431,orders,r,7970299904,7601 MB
16456,orders_i1,i,4844036096,4620 MB
16446,orders_i2,i,4826914816,4603 MB
16434,stock,r,82643935232,77 GB
16444,stock_i1,i,5485936640,5232 MB
16437,warehouse,r,18464768,18 MB
16441,warehouse_i1,i,933888,912 kB
