oid,relname,relkind,size,size_pretty
16411,customer,r,43388862464,40 GB
16442,customer_i1,i,2144141312,2045 MB
16458,customer_i2,i,4023828480,3837 MB
16416,district,r,141541376,135 MB
16447,district_i1,i,12001280,11 MB
16419,history,r,9666912256,9219 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1302716416,1242 MB
16445,new_order_i1,i,1115299840,1064 MB
16428,order_line,r,137048211456,128 GB
16446,order_line_i1,i,48862683136,46 GB
16431,orders,r,8102133760,7727 MB
16443,orders_i1,i,4779761664,4558 MB
16456,orders_i2,i,4988829696,4758 MB
16434,stock,r,82842689536,77 GB
16444,stock_i1,i,5471813632,5218 MB
16437,warehouse,r,311361536,297 MB
16441,warehouse_i1,i,1081344,1056 kB
