oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16440,customer_i1,i,1892573184,60992256,1463814144,77.35,254139,6099336,0.32,151777120,8.02
16452,customer_i2,i,3517775872,61153299,2905282592,82.59,175111,8315144,0.24,294603696,8.37
16439,district_i1,i,1089536,20000,320000,29.37,0,0,0,664788,61.02
16435,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16441,new_order_i1,i,830734336,18040364,432968736,52.12,2008409,48201816,5.8,260113944,31.31
16434,order_line_i1,i,57736781824,1409064492,34080923424,59.03,497120,11930880,0.02,17145524672,29.7
16438,orders_i1,i,4914241536,140524391,3391878744,69.02,0,0,0,890847376,18.13
16450,orders_i2,i,5369331712,141643854,3400787472,63.34,1773,42552,0,1327287348,24.72
16436,stock_i1,i,4714971136,200545400,3208726528,68.05,845568,13529088,0.29,633734836,13.44
16437,warehouse_i1,i,106496,2000,32000,30.05,0,0,0,49428,46.41
16405,customer,r,39799013376,60000000,35096275456,88.18,2999315,1778825148,4.47,2275036872,5.72
16410,district,r,24666112,20000,2283737,9.26,0,0,0,21312000,86.4
16413,history,r,10998669312,139018418,9917195282,90.17,0,0,0,43932496,0.4
16416,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16419,new_order,r,985227264,18039314,613336676,62.25,1881011,63954374,6.49,95383144,9.68
16422,order_line,r,142314889216,1390233242,118788297546,83.47,19691606,1692419148,1.19,9479836948,6.66
16425,orders,r,8758435840,139028254,7193390580,82.13,405821,20291050,0.23,70393480,0.8
16428,stock,r,72244576256,200000000,66181713386,91.61,4780804,1581078299,2.19,2613725788,3.62
16431,warehouse,r,1851392,2000,216745,11.71,0,0,0,1553124,83.89
