oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2248712192,41827,1379,273121,0,0,75.88,15.83
16442,customer_i2,4,3,4003356672,16948,3723,484967,0,0,78.78,12.71
16444,district_i1,4,2,13746176,412,7,1670,0,0,3.23,49.7
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,915013632,42442,526,81925,0,29244,85.11,12.02
16450,order_line_i1,4,3,53161402368,41827,38698,6450730,0,0,75.45,20.37
16452,orders_i1,4,3,5117362176,41827,3189,621488,0,0,75.72,17.29
16454,orders_i2,4,3,5183160320,41827,3223,629486,0,0,75.21,36.03
16456,stock_i1,4,3,5499584512,81517,2406,668929,0,0,73.68,18.31
16458,warehouse_i1,4,1,1343488,3,1,162,0,0,3.32,48.77
