oid,relname,relkind,size,size_pretty
16411,customer,r,43457290240,40 GB
16440,customer_i1,i,2248712192,2145 MB
16442,customer_i2,i,4003356672,3818 MB
16416,district,r,48701440,46 MB
16444,district_i1,i,13746176,13 MB
16419,history,r,10621968384,10130 MB
16422,item,r,10665984,10 MB
16446,item_i1,i,2260992,2208 kB
16425,new_order,r,1186930688,1132 MB
16448,new_order_i1,i,915259392,873 MB
16428,order_line,r,149283151872,139 GB
16450,order_line_i1,i,53161402368,50 GB
16431,orders,r,8435179520,8044 MB
16452,orders_i1,i,5117362176,4880 MB
16454,orders_i2,i,5183160320,4943 MB
16434,stock,r,82755493888,77 GB
16456,stock_i1,i,5499584512,5245 MB
16437,warehouse,r,14548992,14 MB
16458,warehouse_i1,i,1343488,1312 kB
