oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16447,customer_i1,4,3,2252587008,41827,1360,273613,0,0,77.71,15.98
16458,customer_i2,4,3,4263460864,16948,4000,516441,0,0,75.99,18.03
16441,district_i1,4,2,13352960,412,7,1622,0,0,3.32,50.31
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16440,new_order_i1,4,3,1084129280,42442,596,85785,0,45958,85.25,11.78
16443,order_line_i1,4,3,48140083200,41827,34505,5841969,0,0,75.43,26.05
16444,orders_i1,4,3,4671848448,41827,2799,567494,0,0,68.62,24.19
16456,orders_i2,4,3,4727717888,41827,2882,574231,0,0,67.82,34.65
16445,stock_i1,4,3,5465735168,81517,2398,664805,0,0,74.1,17.8
16442,warehouse_i1,4,1,1097728,3,1,132,0,0,4.01,53.79
