oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2229198848,41827,1382,270736,0,0,78.38,15.09
16442,customer_i2,4,3,4034125824,16948,3824,488622,0,0,79.93,13.36
16444,district_i1,4,2,15253504,412,7,1854,0,0,2.94,50.22
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1001578496,42442,641,83575,0,38046,85.17,10.97
16450,order_line_i1,4,3,48309731328,41827,34546,5862637,0,0,79.81,22.9
16452,orders_i1,4,3,4739981312,41827,2891,575719,0,0,71.55,21.48
16454,orders_i2,4,3,5042921472,41827,3135,612455,0,0,67.45,35.58
16456,stock_i1,4,3,5463334912,81517,2394,664516,0,0,74.13,17.77
16458,warehouse_i1,4,1,1671168,3,1,199,0,3,2.76,50.25
