oid,relname,relkind,size,size_pretty
16411,customer,r,43573821440,41 GB
16442,customer_i1,i,2236268544,2133 MB
16458,customer_i2,i,4079304704,3890 MB
16416,district,r,132390912,126 MB
16447,district_i1,i,14565376,14 MB
16419,history,r,9753616384,9302 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1298915328,1239 MB
16445,new_order_i1,i,1138360320,1086 MB
16428,order_line,r,137983811584,129 GB
16446,order_line_i1,i,49295081472,46 GB
16431,orders,r,8120893440,7745 MB
16443,orders_i1,i,4794155008,4572 MB
16456,orders_i2,i,4996333568,4765 MB
16434,stock,r,83490234368,78 GB
16444,stock_i1,i,5488869376,5235 MB
16437,warehouse,r,18153472,17 MB
16441,warehouse_i1,i,1433600,1400 kB
