oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16442,customer_i1,4,3,2236268544,41827,1364,271617,0,0,76.27,15.36
16458,customer_i2,4,3,4079304704,16948,3856,494105,0,0,77.3,14.32
16447,district_i1,4,2,14565376,412,7,1770,0,0,3.07,50.11
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16445,new_order_i1,4,3,1138057216,42442,625,82253,0,56044,85.19,12.61
16446,order_line_i1,4,3,49295081472,41827,35380,5982085,0,0,78.23,21.32
16443,orders_i1,4,3,4794155008,41827,2926,582297,0,0,73.27,19.43
16456,orders_i2,4,3,4996333568,41827,3145,606758,0,0,70.53,35.43
16444,stock_i1,4,3,5488869376,81517,2413,667614,0,0,73.81,18.15
16441,warehouse_i1,4,1,1409024,3,1,169,0,1,3.2,49.11
