oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16992,customer_i1,i,1892573184,60428312,1450279488,76.63,67122,1610928,0.09,172804028,9.13
17009,customer_i2,i,3494789120,60408347,2869754152,82.12,78545,3737432,0.11,315343260,9.02
16994,district_i1,i,819200,20000,320000,39.06,0,0,0,396564,48.41
16996,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16998,new_order_i1,i,830619648,18047196,433132704,52.15,2348548,56365152,6.79,250284900,30.13
17000,order_line_i1,i,47674171392,1261914699,30752817032,64.51,2265126,54363024,0.11,11105295196,23.29
17002,orders_i1,i,4150353920,122492484,2945474288,70.97,0,0,0,655831620,15.8
17008,orders_i2,i,4588404736,122834376,2948143360,64.25,3758,90192,0,1086343088,23.68
17004,stock_i1,i,4492394496,200764064,3212225024,71.5,75579,1209264,0.03,424785272,9.46
17006,warehouse_i1,i,106496,2000,32000,30.05,0,0,0,49428,46.41
16928,customer,r,39192313856,60000000,35012799559,89.34,812446,481274209,1.23,3073568840,7.84
16934,district,r,18825216,20000,2281159,12.12,0,0,0,15742860,83.63
16937,history,r,9668280320,121974321,8700182894,89.99,0,0,0,39754920,0.41
16940,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16943,new_order,r,998023168,18046692,613587528,61.48,2241784,76220656,7.64,92607028,9.28
16946,order_line,r,121453387776,1219867510,104144795782,85.75,36842217,3166601692,2.61,3486234752,2.87
16949,orders,r,7624548352,121984307,6307090580,82.72,291451,14572550,0.19,29582444,0.39
16952,stock,r,70559383552,200000000,66181729614,93.8,2151141,712028661,1.01,1878101460,2.66
16955,warehouse,r,12902400,2000,216534,1.68,0,0,0,12178812,94.39
