oid,relname,relkind,size,size_pretty
16411,customer,r,43187077120,40 GB
16458,customer_i1,i,2290892800,2185 MB
16443,customer_i2,i,4154097664,3962 MB
16416,district,r,91504640,87 MB
16447,district_i1,i,18341888,17 MB
16419,history,r,9933357056,9473 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1254744064,1197 MB
16446,new_order_i1,i,1057406976,1008 MB
16428,order_line,r,137488154624,128 GB
16442,order_line_i1,i,53015306240,49 GB
16431,orders,r,8026185728,7654 MB
16441,orders_i1,i,4888158208,4662 MB
16456,orders_i2,i,4860887040,4636 MB
16434,stock,r,82153627648,77 GB
16445,stock_i1,i,5487812608,5234 MB
16437,warehouse,r,44105728,42 MB
16440,warehouse_i1,i,1572864,1536 kB
