relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
3541,pg_catalog,pg_range,0,0,10,0,0,0,0,0,6,0,0,2020-11-09 19:12:33.317436+00,,2020-11-09 19:12:20.797864+00,,1,0,1,0
3600,pg_catalog,pg_ts_dict,0,0,0,0,0,0,0,0,23,0,0,2020-11-09 19:12:33.315867+00,,2020-11-09 19:12:20.797118+00,,1,0,1,0
3764,pg_catalog,pg_ts_template,0,0,0,0,0,0,0,0,5,0,0,2020-11-09 19:12:33.320458+00,,2020-11-09 19:12:20.797141+00,,1,0,1,0
1213,pg_catalog,pg_tablespace,63,125,756,520,0,0,0,0,2,0,0,2020-11-09 19:12:33.293781+00,,2020-11-09 19:12:20.795112+00,,3,0,3,0
1259,pg_catalog,pg_class,356,116460,10594,10046,22,14,0,14,408,0,0,2020-11-09 19:12:33.278653+00,,2020-11-09 19:12:20.788547+00,,1,0,1,0
2617,pg_catalog,pg_operator,0,0,2539,6141,0,0,0,0,778,0,0,2020-11-09 19:12:33.277927+00,,2020-11-09 19:12:20.787481+00,,1,0,1,0
2603,pg_catalog,pg_amproc,8,20,1044,1881,0,0,0,0,449,0,0,2020-11-09 19:12:33.283274+00,,2020-11-09 19:12:20.791383+00,,1,0,1,0
2336,pg_toast,pg_toast_2620,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.32603+00,,,,1,0,0,0
2609,pg_catalog,pg_description,0,0,6,2,3,2,0,2,4647,0,0,2020-11-09 19:12:33.253082+00,,2020-11-09 19:12:20.784938+00,,1,0,1,0
2611,pg_catalog,pg_inherits,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.328523+00,,2020-11-09 19:12:20.798998+00,,1,0,1,0
16428,public,stock,3,200000000,0,0,200000000,0,0,0,200000000,0,0,2020-11-09 19:29:46.056699+00,,2020-11-09 19:12:21.348261+00,,1,0,1,0
4143,pg_toast,pg_toast_826,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.325265+00,,,,1,0,0,0
13298,information_schema,sql_sizing,0,0,,,0,0,0,0,23,0,0,2020-11-09 19:12:33.289523+00,,2020-11-09 19:12:20.794539+00,,1,0,1,0
1418,pg_catalog,pg_user_mapping,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.348886+00,,2020-11-09 19:12:20.798922+00,,1,0,1,0
6106,pg_catalog,pg_publication_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.323139+00,,2020-11-09 19:12:20.798248+00,,1,0,1,0
6000,pg_catalog,pg_replication_origin,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.324324+00,,2020-11-09 19:12:20.798442+00,,3,0,3,0
4145,pg_toast,pg_toast_3466,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.325747+00,,,,1,0,0,0
2619,pg_catalog,pg_statistic,2,912,2745,3373,92,410,0,0,502,0,502,2020-11-09 19:12:33.28242+00,,,,1,0,0,0
2995,pg_catalog,pg_largeobject_metadata,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.328044+00,,2020-11-09 19:12:20.798869+00,,1,0,1,0
4177,pg_toast,pg_toast_1262,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.293527+00,,,,3,0,0,0
6102,pg_catalog,pg_subscription_rel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.322516+00,,2020-11-09 19:12:20.798361+00,,1,0,1,0
4169,pg_toast,pg_toast_3600,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.316513+00,,,,1,0,0,0
2618,pg_catalog,pg_rewrite,0,0,2514,2532,1,0,0,0,127,0,0,2020-11-09 19:12:33.279051+00,,2020-11-09 19:12:20.787275+00,,1,0,1,0
4060,pg_toast,pg_toast_3592,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.328654+00,,,,3,0,0,0
16413,public,history,0,0,,,60000000,0,0,0,60000000,0,0,2020-11-09 19:14:20.034495+00,,2020-11-09 19:12:33.115585+00,,1,0,1,0
3596,pg_catalog,pg_seclabel,0,0,1,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.328285+00,,2020-11-09 19:12:20.799097+00,,1,0,1,0
2604,pg_catalog,pg_attrdef,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.321568+00,,2020-11-09 19:12:20.799165+00,,1,0,1,0
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.279701+00,,,,1,0,0,0
16404,public,customer,6,120000000,0,0,60000000,0,0,0,60000000,0,0,2020-11-09 19:22:46.951115+00,,2020-11-09 19:12:21.161125+00,,1,0,1,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.328565+00,,2020-11-09 19:12:20.799127+00,,3,0,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,2020-11-09 19:12:33.283755+00,,2020-11-09 19:12:20.791727+00,,1,0,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.293573+00,,,,1,0,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.283582+00,,,,1,0,0,0
1417,pg_catalog,pg_foreign_server,0,0,0,0,0,0,0,0,0,0,0,2020-11-09 19:12:33.34889+00,,2020-11-09 19:12:20.79829+00,,1,0,1,0
16431,public,warehouse,1,2000,0,0,2000,0,0,0,2000,0,0,2020-11-09 19:12:33.254914+00,,2020-11-09 19:12:20.786691+00,,1,0,1,0
16410,public,district,1,20000,0,0,20000,0,0,0,20000,0,0,2020-11-09 19:12:33.259143+00,,2020-11-09 19:12:20.847348+00,,1,0,1,0
1247,pg_catalog,pg_type,0,0,5736,5608,21,19,0,17,421,0,0,2020-11-09 19:12:33.279131+00,,2020-11-09 19:12:20.790434+00,,1,0,1,0
