oid,relname,relkind,size,size_pretty
16411,customer,r,43320705024,40 GB
16458,customer_i1,i,2260238336,2156 MB
16445,customer_i2,i,4040089600,3853 MB
16416,district,r,735256576,701 MB
16447,district_i1,i,14852096,14 MB
16419,history,r,9662971904,9215 MB
16422,item,r,10665984,10 MB
16440,item_i1,i,2260992,2208 kB
16425,new_order,r,1227677696,1171 MB
16443,new_order_i1,i,1029177344,982 MB
16428,order_line,r,136089231360,127 GB
16441,order_line_i1,i,48595140608,45 GB
16431,orders,r,7693918208,7337 MB
16456,orders_i1,i,4719247360,4501 MB
16446,orders_i2,i,4654637056,4439 MB
16434,stock,r,82871377920,77 GB
16442,stock_i1,i,5485715456,5232 MB
16437,warehouse,r,20905984,20 MB
16444,warehouse_i1,i,1523712,1488 kB
