oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16458,customer_i1,4,3,2260238336,41827,1375,274532,0,0,75.46,16.26
16445,customer_i2,4,3,4040089600,16948,3779,489395,0,0,78.04,13.5
16447,district_i1,4,2,14852096,412,7,1805,0,0,3.01,49.75
16440,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16443,new_order_i1,4,3,1028907008,42442,546,82328,0,42724,85.29,11.99
16441,order_line_i1,4,3,48595140608,41827,34882,5897141,0,0,76.93,20.92
16456,orders_i1,4,3,4719247360,41827,2851,573228,0,0,74.07,19.07
16446,orders_i2,4,3,4654637056,41827,2827,565365,0,0,75.44,34.32
16442,stock_i1,4,3,5485715456,81517,2411,667231,0,0,73.86,18.1
16444,warehouse_i1,4,1,1499136,3,1,179,0,2,3.03,49.72
