oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16440,customer_i1,i,1892573184,60810089,1459442136,77.11,193642,4647408,0.25,158571712,8.38
16452,customer_i2,i,3525836800,60901730,2893289960,82.06,152354,7240992,0.21,316732852,8.98
16439,district_i1,i,1449984,20000,320000,22.07,25,400,0.03,1021920,70.48
16435,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16441,new_order_i1,i,830136320,18201191,436828584,52.62,3002042,72049008,8.68,226878432,27.33
16434,order_line_i1,i,55369818112,1330344884,32115050048,58,250432,6010368,0.01,17104347664,30.89
16438,orders_i1,i,4649566208,132890774,3204674048,68.92,0,0,0,847877524,18.24
16450,orders_i2,i,5013381120,133792625,3211857096,64.07,1537,36888,0,1197235068,23.88
16436,stock_i1,i,4712800256,200343626,3205498048,68.02,721430,11542880,0.24,638082996,13.54
16437,warehouse_i1,i,155648,2000,32000,20.56,0,0,0,98196,63.09
16405,customer,r,39837016064,60000000,35087621526,88.08,2706836,1606248014,4.03,2496358804,6.27
16410,district,r,43589632,20000,2283697,5.24,2057,242327,0.56,39244936,90.03
16413,history,r,10440966144,131828003,9410435191,90.13,0,0,0,42111536,0.4
16416,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16419,new_order,r,981712896,18198651,618754134,63.03,2652606,90188604,9.19,55153776,5.62
16422,order_line,r,135065198592,1318271360,112602882332,83.37,15490002,1331303748,0.99,9533654808,7.06
16425,orders,r,8287150080,131830192,6818772682,82.28,483988,24199400,0.29,58066964,0.7
16428,stock,r,72297701376,200000000,66181713386,91.54,2416237,799852941,1.11,3455624736,4.78
16431,warehouse,r,2048000,2000,216741,10.58,0,0,0,1740096,84.97
