oid,relname,version,tree_level,index_size,root_block_no,internal_pages,leaf_pages,empty_pages,deleted_pages,avg_leaf_density,leaf_fragmentation
16440,customer_i1,4,3,2236219392,41827,1369,271606,0,0,76.27,15.36
16442,customer_i2,4,3,4130906112,16948,3872,500388,0,0,76.33,15.4
16444,district_i1,4,2,11198464,412,6,1360,0,0,3.9,49.78
16446,item_i1,4,1,2260992,3,1,274,0,0,89.83,0
16448,new_order_i1,4,3,1114554368,42442,626,91938,0,43489,85.62,11.85
16450,order_line_i1,4,3,49497513984,41827,35587,6006589,0,0,79,23.27
16452,orders_i1,4,3,4887805952,41827,3018,593637,0,0,70.61,22.43
16454,orders_i2,4,3,5077213184,41827,3168,616608,0,0,68.21,35.67
16456,stock_i1,4,3,5494063104,81517,2413,668248,0,0,73.72,18.23
16458,warehouse_i1,4,1,958464,3,1,115,0,0,4.56,50.43
