oid,relname,relkind,size,size_pretty
16392,customer,r,40941199360,38 GB
16422,customer_i1,i,1892941824,1805 MB
16438,customer_i2,i,3494821888,3333 MB
16398,district,r,149430272,143 MB
16424,district_i1,i,3047424,2976 kB
16401,history,r,11944337408,11 GB
16404,item,r,10674176,10 MB
16426,item_i1,i,2260992,2208 kB
16407,new_order,r,1254596608,1196 MB
16428,new_order_i1,i,1117716480,1066 MB
16410,order_line,r,159805267968,149 GB
16430,order_line_i1,i,63060000768,59 GB
16413,orders,r,9639952384,9193 MB
16432,orders_i1,i,5371625472,5123 MB
16439,orders_i2,i,6023249920,5744 MB
16416,stock,r,73732734976,69 GB
16434,stock_i1,i,4492353536,4284 MB
16419,warehouse,r,69394432,66 MB
16436,warehouse_i1,i,245760,240 kB
