relid,schemaname,relname,seq_scan,seq_tup_read,idx_scan,idx_tup_fetch,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
4171,pg_toast,pg_toast_1247,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427391+00,2021-04-22 12:16:55.894006+00,,,1,1,0,0
4151,pg_toast,pg_toast_1417,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427439+00,2021-04-22 12:16:55.639066+00,,,1,1,0,0
13301,pg_toast,pg_toast_13299,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427458+00,2021-04-22 12:16:56.00848+00,,,1,1,0,0
16418,public,item,3,200000,560967535,560407501,100000,0,0,0,99950,0,0,0,2021-04-21 16:18:32.449254+00,2021-04-22 12:16:34.65426+00,2021-04-21 16:18:18.74812+00,,1,1,1,0
3592,pg_catalog,pg_shseclabel,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.42554+00,2021-04-22 12:16:55.375222+00,2021-04-21 16:18:18.667835+00,,3,3,3,0
3603,pg_catalog,pg_ts_config_map,0,0,0,0,0,0,0,0,437,0,0,0,2021-04-21 16:18:32.427487+00,2021-04-22 12:16:55.219794+00,2021-04-21 16:18:18.675197+00,,1,1,1,0
3079,pg_catalog,pg_extension,0,0,18,12,3,6,0,6,4,0,4,0,2021-04-21 16:18:32.426035+00,2021-04-22 12:16:55.27177+00,2021-04-21 16:18:18.668973+00,,1,1,1,0
2830,pg_toast,pg_toast_2604,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426825+00,2021-04-22 12:16:55.553074+00,,,1,1,0,0
13289,information_schema,sql_implementation_info,0,0,,,0,0,0,0,12,0,0,0,2021-04-21 16:18:32.426481+00,2021-04-22 12:16:55.48185+00,2021-04-21 16:18:18.669562+00,,1,1,1,0
16430,public,stock,4,400000000,1693751488,11842023558,200000000,560379973,0,552627019,200080367,10083777,96413331,0,2021-04-21 16:33:42.680476+00,,2021-04-21 16:18:19.167577+00,2021-04-22 12:12:52.762771+00,1,0,1,20
3501,pg_catalog,pg_enum,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426548+00,2021-04-22 12:16:55.087157+00,2021-04-21 16:18:18.667967+00,,1,1,1,0
826,pg_catalog,pg_default_acl,0,0,8,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.425736+00,2021-04-22 12:16:55.341366+00,2021-04-21 16:18:18.668485+00,,1,1,1,0
2224,pg_catalog,pg_sequence,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426002+00,2021-04-22 12:16:55.434076+00,2021-04-21 16:18:18.666618+00,,1,1,1,0
4157,pg_toast,pg_toast_2612,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427615+00,2021-04-22 12:16:55.671191+00,,,1,1,0,0
4155,pg_toast,pg_toast_3394,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.427393+00,2021-04-22 12:16:55.660555+00,,,1,1,0,0
3118,pg_catalog,pg_foreign_table,0,0,0,0,0,0,0,0,0,0,0,0,2021-04-21 16:18:32.426368+00,2021-04-22 12:16:54.733074+00,2021-04-21 16:18:18.668439+00,,1,1,1,0
