oid,relname,relkind,size,size_pretty
16411,customer,r,43131346944,40 GB
16443,customer_i1,i,2117304320,2019 MB
16458,customer_i2,i,3976740864,3793 MB
16416,district,r,131989504,126 MB
16441,district_i1,i,11984896,11 MB
16419,history,r,9092399104,8671 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1160527872,1107 MB
16446,new_order_i1,i,1016872960,970 MB
16428,order_line,r,129640300544,121 GB
16445,order_line_i1,i,46809546752,44 GB
16431,orders,r,7737253888,7379 MB
16442,orders_i1,i,4658872320,4443 MB
16456,orders_i2,i,4735844352,4516 MB
16434,stock,r,82239291392,77 GB
16447,stock_i1,i,5502500864,5248 MB
16437,warehouse,r,22306816,21 MB
16440,warehouse_i1,i,802816,784 kB
