oid,relname,relkind,size,size_pretty
16411,customer,r,43601633280,41 GB
16458,customer_i1,i,2314567680,2207 MB
16443,customer_i2,i,4226334720,4031 MB
16416,district,r,87687168,84 MB
16447,district_i1,i,15679488,15 MB
16419,history,r,9808388096,9354 MB
16422,item,r,10665984,10 MB
16444,item_i1,i,2260992,2208 kB
16425,new_order,r,1167630336,1114 MB
16446,new_order_i1,i,1043447808,995 MB
16428,order_line,r,136366014464,127 GB
16442,order_line_i1,i,52376780800,49 GB
16431,orders,r,8063508480,7690 MB
16441,orders_i1,i,4841488384,4617 MB
16456,orders_i2,i,4866400256,4641 MB
16434,stock,r,83541655552,78 GB
16445,stock_i1,i,5512339456,5257 MB
16437,warehouse,r,393830400,376 MB
16440,warehouse_i1,i,1253376,1224 kB
