oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16439,customer_i1,i,1897553920,60381666,1449815376,76.4,255588,6282032,0.33,172966948,9.12
16455,customer_i2,i,3495510016,60353433,2868753024,82.07,221527,10821736,0.31,309621660,8.86
16441,district_i1,i,6463488,20000,320000,4.95,0,0,0,5972372,92.4
16443,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16445,new_order_i1,i,988528640,18303369,439280856,44.44,1403738,33689712,3.41,426599400,43.15
16447,order_line_i1,i,52530110464,1351269547,33455816560,63.69,3445389,82700344,0.16,12800120152,24.37
16449,orders_i1,i,4909056000,130063573,3152348520,64.21,0,0,0,1169169040,23.82
16456,orders_i2,i,5182414848,131649388,3165037224,61.07,7,168,0,1419308472,27.39
16451,stock_i1,i,4733222912,205762997,3317985944,70.1,1851199,32407776,0.68,499261980,10.55
16453,warehouse_i1,i,679936,2000,32000,4.71,0,0,0,618388,90.95
16410,customer,r,42413367296,60000000,35211856924,83.02,2604419,1553888512,3.66,4922191516,11.61
16415,district,r,429088768,20000,2287999,0.53,0,0,0,410530520,95.67
16418,history,r,10010607616,126125917,9007800466,89.98,0,0,0,41096908,0.41
16421,item,r,10633216,100000,9786945,92.04,0,0,0,57844,0.54
16424,new_order,r,1152966656,18294924,622027416,53.95,1377904,46848736,4.06,248029436,21.51
16427,order_line,r,137662218240,1261119699,107690279550,78.23,71833818,6173945580,4.48,12226093792,8.88
16430,orders,r,8423374848,126111766,6521221984,77.42,1704700,85346618,1.01,477496336,5.67
16433,stock,r,78202986496,200000000,66181729614,84.63,12876354,4261500311,5.45,5592736656,7.15
16436,warehouse,r,12083200,2000,218102,1.81,0,0,0,11366464,94.07
