datid,datname,numbackends,xact_commit,xact_rollback,blks_read,blks_hit,tup_returned,tup_fetched,tup_inserted,tup_updated,tup_deleted,conflicts,temp_files,temp_bytes,deadlocks,checksum_failures,checksum_last_failure,blk_read_time,blk_write_time,stats_reset
0,,0,0,0,5163,62957,19581,15695,16,0,0,0,0,0,0,,,0,0,2020-11-12 08:29:43.246976+00
13605,postgres,1,3979,0,23590,235040,340890,104205,12,402,12,0,0,0,0,,,0,0,2020-11-12 08:29:43.246953+00
16385,tpcc,6,137026379,0,1247470654,29456976066,13380145034,7000513306,1772484767,1544050616,59305468,0,65,29494657024,0,,,0,0,2020-11-12 08:29:43.712622+00
1,template1,0,490,0,3015,29713,153064,15029,12,402,12,0,0,0,0,,,0,0,2020-11-12 08:57:40.711229+00
13604,template0,0,210,0,474,3840,3031,1745,0,0,0,0,0,0,0,,,0,0,2020-11-12 14:13:36.141642+00
