oid,relname,relkind,table_len,tuple_count,tuple_len,tuple_percent,dead_tuple_count,dead_tuple_len,dead_tuple_percent,free_space,free_percent
16436,customer_i1,i,1892573184,60194513,1444668312,76.33,55604,1334496,0.07,179672904,9.49
16438,customer_i2,i,3515621376,60215212,2860621680,81.37,31559,1501272,0.04,348246992,9.91
16440,district_i1,i,1671168,20000,320000,19.15,0,0,0,1241876,74.31
16442,item_i1,i,2260992,100000,1600000,70.77,0,0,0,227092,10.04
16444,new_order_i1,i,867549184,18324483,439787592,50.69,3350491,80411784,9.27,250631652,28.89
16446,order_line_i1,i,63578873856,1576155191,38769917160,60.98,1759770,42234480,0.07,17506248932,27.53
16448,orders_i1,i,5434048512,152695841,3689022072,67.89,0,0,0,1058513976,19.48
16450,orders_i2,i,5869469696,154087806,3700107184,63.04,2118,50832,0,1472935264,25.09
16452,stock_i1,i,4807139328,200085967,3201377320,66.6,157910,2526984,0.05,747756880,15.56
16454,warehouse_i1,i,204800,2000,32000,15.62,0,0,0,146964,71.76
16406,customer,r,40350310400,60000000,35163506885,87.15,1732822,1046357777,2.59,3479154328,8.62
16412,district,r,39796736,20000,2285577,5.74,597,70278,0.18,35733176,89.79
16415,history,r,11954372608,150860697,10769055547,90.08,0,0,0,48001548,0.4
16418,item,r,10633216,100000,9785910,92.03,0,0,0,57644,0.54
16421,new_order,r,1013874688,18321463,622929742,61.44,2646412,89978008,8.87,78550232,7.75
16424,order_line,r,158481858560,1508473681,128951592970,81.37,74953802,6442035342,4.06,9303985432,5.87
16427,orders,r,9537159168,150854518,7807792010,81.87,556365,27818250,0.29,86212772,0.9
16430,stock,r,73024086016,200000000,66181713386,90.63,2539926,840171448,1.15,4094682508,5.61
16433,warehouse,r,18071552,2000,216929,1.2,315,35737,0.2,17083504,94.53
