oid,relname,relkind,size,size_pretty
16411,customer,r,43074936832,40 GB
16442,customer_i1,i,2195021824,2093 MB
16458,customer_i2,i,3932266496,3750 MB
16416,district,r,78659584,75 MB
16440,district_i1,i,17317888,17 MB
16419,history,r,9878339584,9421 MB
16422,item,r,10665984,10 MB
16447,item_i1,i,2260992,2208 kB
16425,new_order,r,1247338496,1190 MB
16444,new_order_i1,i,1035091968,987 MB
16428,order_line,r,138968424448,129 GB
16441,order_line_i1,i,49379647488,46 GB
16431,orders,r,8179097600,7800 MB
16443,orders_i1,i,4791238656,4569 MB
16456,orders_i2,i,5028470784,4796 MB
16434,stock,r,81767424000,76 GB
16445,stock_i1,i,5486854144,5233 MB
16437,warehouse,r,301072384,287 MB
16446,warehouse_i1,i,1564672,1528 kB
