oid,relname,relkind,size,size_pretty
16411,customer,r,43369717760,40 GB
16443,customer_i1,i,2181136384,2080 MB
16458,customer_i2,i,4191756288,3998 MB
16416,district,r,380518400,363 MB
16447,district_i1,i,11673600,11 MB
16419,history,r,8702681088,8300 MB
16422,item,r,10665984,10 MB
16445,item_i1,i,2260992,2208 kB
16425,new_order,r,1476009984,1408 MB
16442,new_order_i1,i,1328496640,1267 MB
16428,order_line,r,125194534912,117 GB
16446,order_line_i1,i,46569070592,43 GB
16431,orders,r,7698808832,7342 MB
16444,orders_i1,i,4612431872,4399 MB
16456,orders_i2,i,4656930816,4441 MB
16434,stock,r,82789744640,77 GB
16441,stock_i1,i,5450522624,5198 MB
16437,warehouse,r,26378240,25 MB
16440,warehouse_i1,i,745472,728 kB
